URN,year,attainment_8_score,school_name,POSTCODE,shortPostcode,District,Town,County
137065,2023,27.9,Co-op Academy Leeds,LS9 7HD,LS9,Leeds,Leeds,WEST YORKSHIRE
144588,2023,46.3,Co-op Academy Priesthorpe,LS28 5SG,LS28,Leeds,Pudsey,WEST YORKSHIRE
144588,2023,46.3,Co-op Academy Priesthorpe,LS28 5SG,LS28,Leeds,Pudsey,WEST YORKSHIRE
148294,2023,38.5,"Corpus Christi Catholic College, A Voluntary Academy",LS9 0TT,LS9,Leeds,Leeds,WEST YORKSHIRE
148294,2023,38.5,"Corpus Christi Catholic College, A Voluntary Academy",LS9 0TT,LS9,Leeds,Leeds,WEST YORKSHIRE
138304,2023,43.5,Crawshaw Academy,LS28 9HU,LS28,Leeds,Pudsey,WEST YORKSHIRE
138304,2023,43.5,Crawshaw Academy,LS28 9HU,LS28,Leeds,Pudsey,WEST YORKSHIRE
144743,2023,48.6,Dixons Trinity Chapeltown,LS7 4AW,LS7,Leeds,Leeds,WEST YORKSHIRE
146363,2023,30.9,Dixons Unity Academy,LS12 3DS,LS12,Leeds,Leeds,WEST YORKSHIRE
137577,2023,50.5,The Farnley Academy,LS12 5EU,LS12,Leeds,Leeds,WEST YORKSHIRE
108117,2023,37.6,Fulneck School,LS28 8DS,LS28,Leeds,Leeds,WEST YORKSHIRE
108117,2023,37.6,Fulneck School,LS28 8DS,LS28,Leeds,Leeds,WEST YORKSHIRE
136343,2023,50.7,Garforth Academy,LS25 1LJ,LS25,Leeds,Leeds,WEST YORKSHIRE
136343,2023,50.7,Garforth Academy,LS25 1LJ,LS25,Leeds,Leeds,WEST YORKSHIRE
108104,2023,46.1,Gateways School,LS17 9LE,LS17,Leeds,Leeds,WEST YORKSHIRE
108104,2023,46.1,Gateways School,LS17 9LE,LS17,Leeds,Leeds,WEST YORKSHIRE
108104,2023,46.1,Gateways School,LS17 9LE,LS17,Leeds,Leeds,WEST YORKSHIRE
108113,2023,44.6,The Grammar School At Leeds,LS17 8GS,LS17,Leeds,Leeds,WEST YORKSHIRE
108113,2023,44.6,The Grammar School At Leeds,LS17 8GS,LS17,Leeds,Leeds,WEST YORKSHIRE
108113,2023,44.6,The Grammar School At Leeds,LS17 8GS,LS17,Leeds,Leeds,WEST YORKSHIRE
148654,2023,8,Green Meadows Academy,LS20 8LS,LS20,Leeds,Leeds,WEST YORKSHIRE
108085,2023,52,Guiseley School,LS20 8DT,LS20,Leeds,Leeds,WEST YORKSHIRE
137775,2023,57.6,Horsforth School,LS18 5RF,LS18,Leeds,Leeds,WEST YORKSHIRE
108119,2023,0.6,John Jamieson School,LS8 2PW,LS8,Leeds,Leeds,WEST YORKSHIRE
148793,2023,34.9,John Smeaton Academy,LS15 8TA,LS15,Leeds,Leeds,WEST YORKSHIRE
108055,2023,42.7,Lawnswood School,LS16 5AG,LS16,Leeds,Leeds,WEST YORKSHIRE
139646,2023,35.7,Leeds City Academy,LS6 2LG,LS6,Leeds,Leeds,WEST YORKSHIRE
139646,2023,35.7,Leeds City Academy,LS6 2LG,LS6,Leeds,Leeds,WEST YORKSHIRE
136826,2023,37.3,Leeds East Academy,LS14 6TY,LS14,Leeds,Leeds,WEST YORKSHIRE
136826,2023,37.3,Leeds East Academy,LS14 6TY,LS14,Leeds,Leeds,WEST YORKSHIRE
136826,2023,37.3,Leeds East Academy,LS14 6TY,LS14,Leeds,Leeds,WEST YORKSHIRE
139773,2023,42.1,Leeds Jewish Free School,LS17 7TN,LS17,Leeds,Leeds,WEST YORKSHIRE
139773,2023,42.1,Leeds Jewish Free School,LS17 7TN,LS17,Leeds,Leeds,WEST YORKSHIRE
139773,2023,42.1,Leeds Jewish Free School,LS17 7TN,LS17,Leeds,Leeds,WEST YORKSHIRE
135935,2023,39,Leeds West Academy,LS13 1DQ,LS13,Leeds,Leeds,WEST YORKSHIRE
138380,2023,0.2,Lighthouse School Leeds,LS16 6QB,LS16,Leeds,Leeds,WEST YORKSHIRE
135771,2023,20.8,Luminate Education Group,LS3 1AA,LS3,Leeds,Leeds,WEST YORKSHIRE
136392,2023,58.2,The Morley Academy,LS27 0PD,LS27,Leeds,Leeds,WEST YORKSHIRE
108097,2023,49,Mount St Mary's Catholic High School,LS9 8LA,LS9,Leeds,Leeds,WEST YORKSHIRE
108097,2023,49,Mount St Mary's Catholic High School,LS9 8LA,LS9,Leeds,Leeds,WEST YORKSHIRE
137704,2023,54.4,Otley Prince Henry's Grammar School Specialist Language College,LS21 2BB,LS21,Leeds,Otley,WEST YORKSHIRE
137704,2023,54.4,Otley Prince Henry's Grammar School Specialist Language College,LS21 2BB,LS21,Leeds,Otley,WEST YORKSHIRE
148527,2023,51,Oulton Academy,LS26 8EX,LS26,Leeds,Leeds,WEST YORKSHIRE
148527,2023,51,Oulton Academy,LS26 8EX,LS26,Leeds,Leeds,WEST YORKSHIRE
146339,2023,5.8,The Pivot Academy LS East,LS14 6UF,LS14,Leeds,Leeds,WEST YORKSHIRE
146339,2023,5.8,The Pivot Academy LS East,LS14 6UF,LS14,Leeds,Leeds,WEST YORKSHIRE
146339,2023,5.8,The Pivot Academy LS East,LS14 6UF,LS14,Leeds,Leeds,WEST YORKSHIRE
108079,2023,46.7,Pudsey Grammar School,LS28 7ND,LS28,Leeds,Pudsey,WEST YORKSHIRE
108079,2023,46.7,Pudsey Grammar School,LS28 7ND,LS28,Leeds,Pudsey,WEST YORKSHIRE
108075,2023,43,Ralph Thoresby School,LS16 7RX,LS16,Leeds,Leeds,WEST YORKSHIRE
138336,2023,45.8,Rodillian Academy,WF3 3PS,WF3,Leeds,Wakefield,WEST YORKSHIRE
138336,2023,45.8,Rodillian Academy,WF3 3PS,WF3,Leeds,Wakefield,WEST YORKSHIRE
138336,2023,45.8,Rodillian Academy,WF3 3PS,WF3,Leeds,Wakefield,WEST YORKSHIRE
108076,2023,51.8,Roundhay School,LS8 1ND,LS8,Leeds,Leeds,WEST YORKSHIRE
140565,2023,48.8,The Ruth Gorse Academy,LS10 1HW,LS10,Leeds,Leeds,WEST YORKSHIRE
139351,2023,57.2,"St. Mary's Menston, a Catholic Voluntary Academy",LS29 6AE,LS29,Leeds,Ilkley,WEST YORKSHIRE
139351,2023,57.2,"St. Mary's Menston, a Catholic Voluntary Academy",LS29 6AE,LS29,Leeds,Ilkley,WEST YORKSHIRE
142630,2023,2.8,Springwell Leeds Academy,LS10 3JA,LS10,Leeds,Leeds,WEST YORKSHIRE
141883,2023,27.7,Temple Learning Academy,LS15 0NN,LS15,Leeds,Leeds,WEST YORKSHIRE
146247,2023,47.3,Temple Moor High School,LS15 0PT,LS15,Leeds,Leeds,WEST YORKSHIRE
142604,2023,42.6,University Technical College Leeds,LS10 1LA,LS10,Leeds,Leeds,WEST YORKSHIRE
134884,2023,1.2,West Specialist Inclusive Learning Centre,LS28 6HL,LS28,Leeds,Pudsey,WEST YORKSHIRE
134884,2023,1.2,West Specialist Inclusive Learning Centre,LS28 6HL,LS28,Leeds,Pudsey,WEST YORKSHIRE
108088,2023,48.7,Wetherby High School,LS22 6JS,LS22,Leeds,Wetherby,WEST YORKSHIRE
108088,2023,48.7,Wetherby High School,LS22 6JS,LS22,Leeds,Wetherby,WEST YORKSHIRE
108088,2023,48.7,Wetherby High School,LS22 6JS,LS22,Leeds,Wetherby,WEST YORKSHIRE
108114,2023,16.3,Woodhouse Grove School,BD10 0NR,BD10,Leeds,Bradford,WEST YORKSHIRE
108114,2023,16.3,Woodhouse Grove School,BD10 0NR,BD10,Leeds,Bradford,WEST YORKSHIRE
137383,2023,48.7,Woodkirk Academy,WF3 1JQ,WF3,Leeds,Wakefield,WEST YORKSHIRE
137383,2023,48.7,Woodkirk Academy,WF3 1JQ,WF3,Leeds,Wakefield,WEST YORKSHIRE
137383,2023,48.7,Woodkirk Academy,WF3 1JQ,WF3,Leeds,Wakefield,WEST YORKSHIRE
108300,2023,39.1,Ackworth School,WF7 7LT,WF7,Wakefield,West Yorkshire,WEST YORKSHIRE
108300,2023,39.1,Ackworth School,WF7 7LT,WF7,Wakefield,West Yorkshire,WEST YORKSHIRE
136613,2023,33.2,Airedale Academy,WF10 3JU,WF10,Wakefield,Castleford,WEST YORKSHIRE
136613,2023,33.2,Airedale Academy,WF10 3JU,WF10,Wakefield,Castleford,WEST YORKSHIRE
139501,2023,47.3,Carleton High School,WF8 3NW,WF8,Wakefield,Pontefract,SOUTH YORKSHIRE
139501,2023,47.3,Carleton High School,WF8 3NW,WF8,Wakefield,Pontefract,WEST YORKSHIRE
136633,2023,49.3,Castleford Academy,WF10 4JQ,WF10,Wakefield,Castleford,WEST YORKSHIRE
136633,2023,49.3,Castleford Academy,WF10 4JQ,WF10,Wakefield,Castleford,WEST YORKSHIRE
137001,2023,46,Crofton Academy,WF4 1NF,WF4,Wakefield,Wakefield,WEST YORKSHIRE
137001,2023,46,Crofton Academy,WF4 1NF,WF4,Wakefield,Wakefield,WEST YORKSHIRE
137001,2023,46,Crofton Academy,WF4 1NF,WF4,Wakefield,Wakefield,WEST YORKSHIRE
138006,2023,44.1,De Lacy Academy,WF11 0BZ,WF11,Wakefield,Knottingley,WEST YORKSHIRE
138006,2023,44.1,De Lacy Academy,WF11 0BZ,WF11,Wakefield,Knottingley,WEST YORKSHIRE
131136,2023,4.3,Denby Grange School,WF4 4JG,WF4,Wakefield,Wakefield,WEST YORKSHIRE
131136,2023,4.3,Denby Grange School,WF4 4JG,WF4,Wakefield,Wakefield,WEST YORKSHIRE
131136,2023,4.3,Denby Grange School,WF4 4JG,WF4,Wakefield,Wakefield,WEST YORKSHIRE
138593,2023,44,The Featherstone Academy,WF7 5AJ,WF7,Wakefield,Pontefract,WEST YORKSHIRE
138593,2023,44,The Featherstone Academy,WF7 5AJ,WF7,Wakefield,Pontefract,WEST YORKSHIRE
141860,2023,9.6,Hall Cliffe School,WF4 6BB,WF4,Wakefield,Wakefield,WEST YORKSHIRE
141860,2023,9.6,Hall Cliffe School,WF4 6BB,WF4,Wakefield,Wakefield,WEST YORKSHIRE
141860,2023,9.6,Hall Cliffe School,WF4 6BB,WF4,Wakefield,Wakefield,WEST YORKSHIRE
131526,2023,6.2,High Well School,WF8 2DD,WF8,Wakefield,Pontefract,SOUTH YORKSHIRE
131526,2023,6.2,High Well School,WF8 2DD,WF8,Wakefield,Pontefract,WEST YORKSHIRE
108311,2023,0.2,Highfield School,WF5 9BS,WF5,Wakefield,Ossett,WEST YORKSHIRE
108311,2023,0.2,Highfield School,WF5 9BS,WF5,Wakefield,Ossett,WEST YORKSHIRE
108311,2023,0.2,Highfield School,WF5 9BS,WF5,Wakefield,Ossett,WEST YORKSHIRE
108311,2023,0.2,Highfield School,WF5 9BS,WF5,Wakefield,Ossett,WEST YORKSHIRE
138707,2023,49.8,Horbury Academy,WF4 5HE,WF4,Wakefield,Wakefield,WEST YORKSHIRE
138707,2023,49.8,Horbury Academy,WF4 5HE,WF4,Wakefield,Wakefield,WEST YORKSHIRE
138707,2023,49.8,Horbury Academy,WF4 5HE,WF4,Wakefield,Wakefield,WEST YORKSHIRE
108271,2023,50,Kettlethorpe High School,WF2 7EL,WF2,Wakefield,Wakefield,WEST YORKSHIRE
108271,2023,50,Kettlethorpe High School,WF2 7EL,WF2,Wakefield,Wakefield,WEST YORKSHIRE
139500,2023,51.4,The King's School,WF8 4JF,WF8,Wakefield,Pontefract,SOUTH YORKSHIRE
139500,2023,51.4,The King's School,WF8 4JF,WF8,Wakefield,Pontefract,WEST YORKSHIRE
135216,2023,0.9,Meadowcroft School,WF1 4AD,WF1,Wakefield,Wakefield,WEST YORKSHIRE
135216,2023,0.9,Meadowcroft School,WF1 4AD,WF1,Wakefield,Wakefield,WEST YORKSHIRE
135216,2023,0.9,Meadowcroft School,WF1 4AD,WF1,Wakefield,Wakefield,WEST YORKSHIRE
135216,2023,0.9,Meadowcroft School,WF1 4AD,WF1,Wakefield,Wakefield,WEST YORKSHIRE
137011,2023,43.4,Minsthorpe Community College,WF9 2UJ,WF9,Wakefield,Pontefract,WEST YORKSHIRE
137011,2023,43.4,Minsthorpe Community College,WF9 2UJ,WF9,Wakefield,Pontefract,WEST YORKSHIRE
136462,2023,50.1,Ossett Academy and Sixth Form College,WF5 0DG,WF5,Wakefield,Ossett,WEST YORKSHIRE
136462,2023,50.1,Ossett Academy and Sixth Form College,WF5 0DG,WF5,Wakefield,Ossett,WEST YORKSHIRE
136462,2023,50.1,Ossett Academy and Sixth Form College,WF5 0DG,WF5,Wakefield,Ossett,WEST YORKSHIRE
136462,2023,50.1,Ossett Academy and Sixth Form College,WF5 0DG,WF5,Wakefield,Ossett,WEST YORKSHIRE
136394,2023,42.8,Outwood Academy City Fields,WF1 4SF,WF1,Wakefield,Wakefield,WEST YORKSHIRE
136394,2023,42.8,Outwood Academy City Fields,WF1 4SF,WF1,Wakefield,Wakefield,WEST YORKSHIRE
136394,2023,42.8,Outwood Academy City Fields,WF1 4SF,WF1,Wakefield,Wakefield,WEST YORKSHIRE
136394,2023,42.8,Outwood Academy City Fields,WF1 4SF,WF1,Wakefield,Wakefield,WEST YORKSHIRE
145937,2023,39.7,Outwood Academy Freeston,WF6 1HZ,WF6,Wakefield,Normanton,WEST YORKSHIRE
145937,2023,39.7,Outwood Academy Freeston,WF6 1HZ,WF6,Wakefield,Normanton,WEST YORKSHIRE
145938,2023,39.7,Outwood Academy Hemsworth,WF9 4AB,WF9,Wakefield,Pontefract,WEST YORKSHIRE
145938,2023,39.7,Outwood Academy Hemsworth,WF9 4AB,WF9,Wakefield,Pontefract,WEST YORKSHIRE
135961,2023,49.4,Outwood Grange Academy,WF1 2PF,WF1,Wakefield,Wakefield,WEST YORKSHIRE
135961,2023,49.4,Outwood Grange Academy,WF1 2PF,WF1,Wakefield,Wakefield,WEST YORKSHIRE
135961,2023,49.4,Outwood Grange Academy,WF1 2PF,WF1,Wakefield,Wakefield,WEST YORKSHIRE
135961,2023,49.4,Outwood Grange Academy,WF1 2PF,WF1,Wakefield,Wakefield,WEST YORKSHIRE
108306,2023,47.5,Queen Elizabeth Grammar School,WF1 3QX,WF1,Wakefield,Wakefield,WEST YORKSHIRE
108306,2023,47.5,Queen Elizabeth Grammar School,WF1 3QX,WF1,Wakefield,Wakefield,WEST YORKSHIRE
108306,2023,47.5,Queen Elizabeth Grammar School,WF1 3QX,WF1,Wakefield,Wakefield,WEST YORKSHIRE
108306,2023,47.5,Queen Elizabeth Grammar School,WF1 3QX,WF1,Wakefield,Wakefield,WEST YORKSHIRE
138950,2023,44.1,"St Thomas a Becket Catholic Secondary School, A Voluntary Academy",WF2 6EQ,WF2,Wakefield,Wakefield,WEST YORKSHIRE
138950,2023,44.1,"St Thomas a Becket Catholic Secondary School, A Voluntary Academy",WF2 6EQ,WF2,Wakefield,Wakefield,WEST YORKSHIRE
138951,2023,47,St Wilfrid's Catholic High School & Sixth Form College: A Voluntary Academy,WF7 6BD,WF7,Wakefield,Pontefract,WEST YORKSHIRE
138951,2023,47,St Wilfrid's Catholic High School & Sixth Form College: A Voluntary Academy,WF7 6BD,WF7,Wakefield,Pontefract,WEST YORKSHIRE
108303,2023,35.9,Silcoates School,WF2 0PD,WF2,Wakefield,West Yorkshire,WEST YORKSHIRE
108303,2023,35.9,Silcoates School,WF2 0PD,WF2,Wakefield,West Yorkshire,WEST YORKSHIRE
145579,2023,50.4,Trinity Academy Cathedral,WF2 8QF,WF2,Wakefield,Wakefield,WEST YORKSHIRE
145579,2023,50.4,Trinity Academy Cathedral,WF2 8QF,WF2,Wakefield,Wakefield,WEST YORKSHIRE
108305,2023,67.7,Wakefield Girls' High School,WF1 2QS,WF1,Wakefield,Wakefield,WEST YORKSHIRE
108305,2023,67.7,Wakefield Girls' High School,WF1 2QS,WF1,Wakefield,Wakefield,WEST YORKSHIRE
108305,2023,67.7,Wakefield Girls' High School,WF1 2QS,WF1,Wakefield,Wakefield,WEST YORKSHIRE
108305,2023,67.7,Wakefield Girls' High School,WF1 2QS,WF1,Wakefield,Wakefield,WEST YORKSHIRE
145929,2023,48.4,Goole Academy,DN14 6AN,DN14,East Riding of Yorkshire,Goole,SOUTH YORKSHIRE
146129,2023,46.5,Howden School,DN14 7AL,DN14,East Riding of Yorkshire,Goole,SOUTH YORKSHIRE
140866,2023,47.5,The Snaith School,DN14 9LB,DN14,East Riding of Yorkshire,Goole,SOUTH YORKSHIRE
137742,2023,51.3,South Axholme Academy,DN9 1BY,DN9,North Lincolnshire,Doncaster,SOUTH YORKSHIRE
148167,2023,38.6,"Holy Family Catholic High School, A Voluntary Academy",DN14 9NS,DN14,North Yorkshire,Goole,SOUTH YORKSHIRE
145819,2023,52.9,Sherburn High School,LS25 6AS,LS25,North Yorkshire,Leeds,WEST YORKSHIRE
145819,2023,52.9,Sherburn High School,LS25 6AS,LS25,North Yorkshire,Leeds,WEST YORKSHIRE
136736,2023,43,South Craven School,BD20 7RL,BD20,North Yorkshire,Keighley,WEST YORKSHIRE
145777,2023,52.2,Tadcaster Grammar School,LS24 9NB,LS24,North Yorkshire,Tadcaster,WEST YORKSHIRE
144533,2023,44.1,Granville Academy,DE11 7JR,DE11,Derbyshire,Swadlincote,SOUTH YORKSHIRE
149380,2023,37.6,Mercia Academy,DE11 0TL,DE11,Derbyshire,Swadlincote,SOUTH YORKSHIRE
144069,2023,43.4,The Pingle Academy,DE11 0QA,DE11,Derbyshire,Swadlincote,SOUTH YORKSHIRE
138248,2023,45.5,Outwood Academy Portland,S80 2SF,S80,Nottinghamshire,Worksop,SOUTH YORKSHIRE
138247,2023,48.6,Outwood Academy Valley,S81 7EN,S81,Nottinghamshire,Worksop,SOUTH YORKSHIRE
137141,2023,39.1,Serlby Park Academy,DN11 8EF,DN11,Nottinghamshire,Doncaster,SOUTH YORKSHIRE
122908,2023,23,Worksop College,S80 3AP,S80,Nottinghamshire,Worksop,SOUTH YORKSHIRE
124868,2023,41.9,Saint Felix School,IP18 6SD,IP18,Suffolk,Southwold,SOUTH YORKSHIRE
146501,2024,39.6,Astrea Academy Dearne,S63 9EW,S63,Barnsley,Rotherham,SOUTH YORKSHIRE
146501,2024,39.6,Astrea Academy Dearne,S63 9EW,S63,Barnsley,Rotherham,SOUTH YORKSHIRE
146501,2024,39.6,Astrea Academy Dearne,S63 9EW,S63,Barnsley,Rotherham,SOUTH YORKSHIRE
146501,2024,39.6,Astrea Academy Dearne,S63 9EW,S63,Barnsley,Rotherham,SOUTH YORKSHIRE
146501,2024,39.6,Astrea Academy Dearne,S63 9EW,S63,Barnsley,Rotherham,SOUTH YORKSHIRE
131749,2024,43,Barnsley Academy,S70 3DL,S70,Barnsley,Barnsley,SOUTH YORKSHIRE
130524,2024,6.5,Barnsley College,S70 2YW,S70,Barnsley,Barnsley,SOUTH YORKSHIRE
146320,2024,48.9,Darton Academy,S75 5EF,S75,Barnsley,Barnsley,SOUTH YORKSHIRE
146320,2024,48.9,Darton Academy,S75 5EF,S75,Barnsley,Barnsley,WEST YORKSHIRE
144606,2024,34.2,Holy Trinity Catholic and Church of England School,S71 2LF,S71,Barnsley,Barnsley,SOUTH YORKSHIRE
144606,2024,34.2,Holy Trinity Catholic and Church of England School,S71 2LF,S71,Barnsley,Barnsley,WEST YORKSHIRE
146455,2024,44.8,Horizon Community College,S70 6PD,S70,Barnsley,Barnsley,SOUTH YORKSHIRE
140979,2024,46.8,Kirk Balk Academy,S74 9HX,S74,Barnsley,Barnsley,SOUTH YORKSHIRE
140979,2024,46.8,Kirk Balk Academy,S74 9HX,S74,Barnsley,Barnsley,SOUTH YORKSHIRE
140979,2024,46.8,Kirk Balk Academy,S74 9HX,S74,Barnsley,Barnsley,SOUTH YORKSHIRE
143907,2024,42.6,Netherwood Academy,S73 8FE,S73,Barnsley,Barnsley,SOUTH YORKSHIRE
143907,2024,42.6,Netherwood Academy,S73 8FE,S73,Barnsley,Barnsley,SOUTH YORKSHIRE
139210,2024,39.7,Outwood Academy Carlton,S71 3EW,S71,Barnsley,Barnsley,SOUTH YORKSHIRE
139210,2024,39.7,Outwood Academy Carlton,S71 3EW,S71,Barnsley,Barnsley,WEST YORKSHIRE
139211,2024,40.7,Outwood Academy Shafton,S72 8RE,S72,Barnsley,Barnsley,SOUTH YORKSHIRE
139211,2024,40.7,Outwood Academy Shafton,S72 8RE,S72,Barnsley,Barnsley,SOUTH YORKSHIRE
139211,2024,40.7,Outwood Academy Shafton,S72 8RE,S72,Barnsley,Barnsley,WEST YORKSHIRE
106653,2024,55.4,Penistone Grammar School,S36 7BX,S36,Barnsley,Sheffield,SOUTH YORKSHIRE
106653,2024,55.4,Penistone Grammar School,S36 7BX,S36,Barnsley,Sheffield,SOUTH YORKSHIRE
106965,2024,2.6,The Robert Ogden School,S63 0BG,S63,Barnsley,Barnsley,SOUTH YORKSHIRE
106965,2024,2.6,The Robert Ogden School,S63 0BG,S63,Barnsley,Barnsley,SOUTH YORKSHIRE
106965,2024,2.6,The Robert Ogden School,S63 0BG,S63,Barnsley,Barnsley,SOUTH YORKSHIRE
106965,2024,2.6,The Robert Ogden School,S63 0BG,S63,Barnsley,Barnsley,SOUTH YORKSHIRE
106965,2024,2.6,The Robert Ogden School,S63 0BG,S63,Barnsley,Barnsley,SOUTH YORKSHIRE
141563,2024,6.4,Springwell Special Academy,S71 2AY,S71,Barnsley,Barnsley,SOUTH YORKSHIRE
141563,2024,6.4,Springwell Special Academy,S71 2AY,S71,Barnsley,Barnsley,WEST YORKSHIRE
138314,2024,37.5,Armthorpe Academy,DN3 2DA,DN3,Doncaster,Doncaster,SOUTH YORKSHIRE
137066,2024,45,Ash Hill Academy,DN7 6JH,DN7,Doncaster,DONCASTER,SOUTH YORKSHIRE
137066,2024,45,Ash Hill Academy,DN7 6JH,DN7,Doncaster,DONCASTER,SOUTH YORKSHIRE
146370,2024,32.6,Astrea Academy Woodfields,DN4 8ND,DN4,Doncaster,Doncaster,SOUTH YORKSHIRE
146370,2024,32.6,Astrea Academy Woodfields,DN4 8ND,DN4,Doncaster,Doncaster,SOUTH YORKSHIRE
147864,2024,10.2,Bader Special Academy,DN3 2EW,DN3,Doncaster,Doncaster,SOUTH YORKSHIRE
138116,2024,40,Campsmount Academy,DN6 9AS,DN6,Doncaster,Doncaster,SOUTH YORKSHIRE
138116,2024,40,Campsmount Academy,DN6 9AS,DN6,Doncaster,Doncaster,SOUTH YORKSHIRE
138116,2024,40,Campsmount Academy,DN6 9AS,DN6,Doncaster,Doncaster,WEST YORKSHIRE
135942,2024,46.2,De Warenne Academy,DN12 3JY,DN12,Doncaster,Doncaster,SOUTH YORKSHIRE
135942,2024,46.2,De Warenne Academy,DN12 3JY,DN12,Doncaster,Doncaster,SOUTH YORKSHIRE
137472,2024,48.5,Don Valley Academy,DN5 9DD,DN5,Doncaster,Doncaster,SOUTH YORKSHIRE
137472,2024,48.5,Don Valley Academy,DN5 9DD,DN5,Doncaster,Doncaster,SOUTH YORKSHIRE
137472,2024,48.5,Don Valley Academy,DN5 9DD,DN5,Doncaster,Doncaster,SOUTH YORKSHIRE
106818,2024,8.9,Doncaster School for the Deaf,DN2 6AY,DN2,Doncaster,Doncaster,SOUTH YORKSHIRE
106818,2024,8.9,Doncaster School for the Deaf,DN2 6AY,DN2,Doncaster,Doncaster,SOUTH YORKSHIRE
147838,2024,48.1,Doncaster UTC,DN1 3BF,DN1,Doncaster,Doncaster,SOUTH YORKSHIRE
137842,2024,49.9,Hall Cross Academy,DN1 2HY,DN1,Doncaster,Doncaster,SOUTH YORKSHIRE
136672,2024,51.2,The Hayfield School,DN9 3HG,DN9,Doncaster,Doncaster,SOUTH YORKSHIRE
106812,2024,28.4,Hill House School,DN9 3GG,DN9,Doncaster,SOUTH YORKSHIRE,SOUTH YORKSHIRE
137899,2024,51.1,Hungerhill School,DN3 2JY,DN3,Doncaster,Doncaster,SOUTH YORKSHIRE
146639,2024,43.5,The Laurel Academy,S64 9SD,S64,Doncaster,Mexborough,SOUTH YORKSHIRE
146639,2024,43.5,The Laurel Academy,S64 9SD,S64,Doncaster,Mexborough,SOUTH YORKSHIRE
146639,2024,43.5,The Laurel Academy,S64 9SD,S64,Doncaster,Mexborough,SOUTH YORKSHIRE
146639,2024,43.5,The Laurel Academy,S64 9SD,S64,Doncaster,Mexborough,SOUTH YORKSHIRE
146639,2024,43.5,The Laurel Academy,S64 9SD,S64,Doncaster,Mexborough,SOUTH YORKSHIRE
140865,2024,45.6,The McAuley Catholic High School,DN3 3QF,DN3,Doncaster,Doncaster,SOUTH YORKSHIRE
140816,2024,2.9,North Bridge Enterprise College,DN4 5JW,DN4,Doncaster,Doncaster,SOUTH YORKSHIRE
140816,2024,2.9,North Bridge Enterprise College,DN4 5JW,DN4,Doncaster,Doncaster,SOUTH YORKSHIRE
135963,2024,38.5,Outwood Academy Adwick,DN6 7SF,DN6,Doncaster,Doncaster,SOUTH YORKSHIRE
135963,2024,38.5,Outwood Academy Adwick,DN6 7SF,DN6,Doncaster,Doncaster,SOUTH YORKSHIRE
135963,2024,38.5,Outwood Academy Adwick,DN6 7SF,DN6,Doncaster,Doncaster,WEST YORKSHIRE
143938,2024,39.3,Outwood Academy Danum,DN2 5QD,DN2,Doncaster,Doncaster,SOUTH YORKSHIRE
143938,2024,39.3,Outwood Academy Danum,DN2 5QD,DN2,Doncaster,Doncaster,SOUTH YORKSHIRE
137603,2024,45.6,Ridgewood School,DN5 7UB,DN5,Doncaster,Doncaster,SOUTH YORKSHIRE
137603,2024,45.6,Ridgewood School,DN5 7UB,DN5,Doncaster,Doncaster,SOUTH YORKSHIRE
137603,2024,45.6,Ridgewood School,DN5 7UB,DN5,Doncaster,Doncaster,SOUTH YORKSHIRE
136675,2024,48.2,Rossington All Saints Academy,DN11 0BZ,DN11,Doncaster,Not Yet Obtained,SOUTH YORKSHIRE
144364,2024,46.9,Sir Thomas Wharton Academy,DN12 1HH,DN12,Doncaster,Doncaster,SOUTH YORKSHIRE
144364,2024,46.9,Sir Thomas Wharton Academy,DN12 1HH,DN12,Doncaster,Doncaster,SOUTH YORKSHIRE
135007,2024,41,Trinity Academy,DN8 5BY,DN8,Doncaster,Doncaster,SOUTH YORKSHIRE
143916,2024,44.4,XP East,DN4 5NG,DN4,Doncaster,Doncaster,SOUTH YORKSHIRE
143916,2024,44.4,XP East,DN4 5NG,DN4,Doncaster,Doncaster,SOUTH YORKSHIRE
140964,2024,44.9,XP School,DN4 5NG,DN4,Doncaster,Doncaster,SOUTH YORKSHIRE
140964,2024,44.9,XP School,DN4 5NG,DN4,Doncaster,Doncaster,SOUTH YORKSHIRE
142768,2024,10.3,Abbey School,S61 2RA,S61,Rotherham,Rotherham,SOUTH YORKSHIRE
142768,2024,10.3,Abbey School,S61 2RA,S61,Rotherham,Rotherham,SOUTH YORKSHIRE
146571,2024,19.9,Abbeywood School,S66 8QN,S66,Rotherham,Rotherham,SOUTH YORKSHIRE
146571,2024,19.9,Abbeywood School,S66 8QN,S66,Rotherham,Rotherham,SOUTH YORKSHIRE
146571,2024,19.9,Abbeywood School,S66 8QN,S66,Rotherham,Rotherham,SOUTH YORKSHIRE
136718,2024,44.1,Aston Academy,S26 4SF,S26,Rotherham,Sheffield,SOUTH YORKSHIRE
136718,2024,44.1,Aston Academy,S26 4SF,S26,Rotherham,Sheffield,SOUTH YORKSHIRE
136301,2024,43.1,Brinsworth Academy,S60 5EJ,S60,Rotherham,Rotherham,SOUTH YORKSHIRE
136301,2024,43.1,Brinsworth Academy,S60 5EJ,S60,Rotherham,Rotherham,SOUTH YORKSHIRE
136301,2024,43.1,Brinsworth Academy,S60 5EJ,S60,Rotherham,Rotherham,SOUTH YORKSHIRE
